product_id,product_name,brand,price,date,quantity_sold
3,Eggs,Brand A,4.2,2025-07-02,0.0
3,Eggs,Brand A,4.2,2025-07-03,0.0
3,Eggs,Brand A,4.2,2025-07-04,0.0
3,Eggs,Brand A,4.2,2025-07-05,0.0
3,Eggs,Brand A,4.2,2025-07-06,0.0
3,Eggs,Brand A,4.2,2025-07-07,0.0
3,Eggs,Brand A,4.2,2025-07-08,0.0
3,Eggs,Brand A,4.2,2025-07-09,0.0
3,Eggs,Brand A,4.2,2025-07-10,0.0
3,Eggs,,4.2,2025-07-11,0.0
3,Eggs,Brand A,,2025-07-12,0.0
3,Eggs,Brand A,4.2,2025-07-13,0.0
3,Eggs,Brand A,4.2,2025-07-14,0.0
3,Eggs,Brand A,4.2,2025-07-15,0.0
3,Eggs,Brand A,4.2,2025-07-16,0.0
3,Eggs,Brand A,4.2,2025-07-17,0.0
3,Eggs,Brand A,,2025-07-18,0.0
3,Eggs,Brand A,4.2,2025-07-19,
3,Eggs,Brand A,4.2,2025-07-20,0.0
3,Eggs,Brand A,4.2,2025-07-21,0.0
3,Eggs,Brand A,4.2,2025-07-22,0.0
3,Eggs,Brand A,4.2,2025-07-23,0.0
3,Eggs,Brand A,4.2,2025-07-24,0.0
3,Eggs,Brand A,4.2,2025-07-25,0.0
3,Eggs,Brand A,4.2,2025-07-26,0.0
3,Eggs,Brand A,4.2,2025-07-27,0.0
3,Eggs,Brand A,4.2,2025-07-28,0.0
3,Eggs,Brand A,4.2,2025-07-29,0.0
3,Eggs,Brand A,4.2,2025-07-30,0.0
4,Cheese,Brand C,6.5,2025-07-01,10.0
4,Cheese,Brand C,6.5,2025-07-02,2.0
4,Cheese,Brand C,6.5,2025-07-03,0.0
4,Cheese,Brand C,6.5,2025-07-04,1.0
4,Cheese,Brand C,6.5,2025-07-05,8.0
4,Cheese,Brand C,6.5,2025-07-06,10.0
4,Cheese,Brand C,6.5,2025-07-07,2.0
4,Cheese,Brand C,6.5,2025-07-08,2.0
4,Cheese,Brand C,6.5,2025-07-09,2.0
4,Cheese,,6.5,2025-07-10,1.0
4,Cheese,Brand C,6.5,2025-07-11,4.0
4,Cheese,Brand C,6.5,2025-07-12,10.0
4,Cheese,Brand C,6.5,2025-07-13,1.0
4,Cheese,,6.5,2025-07-14,5.0
4,Cheese,Brand C,6.5,2025-07-15,
4,Cheese,Brand C,6.5,2025-07-16,6.0
4,Cheese,Brand C,6.5,2025-07-17,9.0
4,Cheese,Brand C,6.5,2025-07-18,7.0
4,Cheese,Brand C,6.5,2025-07-19,2.0
4,Cheese,Brand C,,2025-07-20,
4,Cheese,Brand C,6.5,2025-07-21,2.0
4,Cheese,Brand C,,2025-07-22,6.0
4,Cheese,Brand C,6.5,2025-07-23,4.0
4,Cheese,Brand C,6.5,2025-07-24,
4,Cheese,Brand C,6.5,2025-07-25,10.0
4,Cheese,Brand C,6.5,2025-07-26,2.0
4,Cheese,Brand C,6.5,2025-07-27,8.0
4,Cheese,Brand C,6.5,2025-07-28,9.0
4,Cheese,Brand C,6.5,2025-07-29,2.0
4,Cheese,Brand C,6.5,2025-07-30,1.0
5,Apples,Brand B,3.0,2025-07-01,7.0
5,Apples,Brand B,3.0,2025-07-02,10.0
5,Apples,Brand B,3.0,2025-07-03,2.0
5,Apples,Brand B,3.0,2025-07-04,0.0
5,Apples,Brand B,3.0,2025-07-05,9.0
5,Apples,Brand B,3.0,2025-07-06,6.0
5,Apples,Brand B,3.0,2025-07-07,1.0
5,Apples,Brand B,3.0,2025-07-08,4.0
5,Apples,Brand B,3.0,2025-07-09,4.0
5,Apples,Brand B,3.0,2025-07-10,8.0
5,Apples,Brand B,3.0,2025-07-11,6.0
5,Apples,Brand B,3.0,2025-07-12,0.0
5,Apples,Brand B,,2025-07-13,6.0
5,Apples,Brand B,3.0,2025-07-14,8.0
5,Apples,Brand B,3.0,2025-07-15,0.0
5,Apples,Brand B,3.0,2025-07-16,8.0
5,Apples,Brand B,3.0,2025-07-17,3.0
5,Apples,Brand B,,2025-07-18,9.0
5,Apples,,3.0,2025-07-19,9.0
5,Apples,Brand B,3.0,2025-07-20,9.0
5,Apples,Brand B,3.0,2025-07-21,4.0
5,Apples,Brand B,3.0,2025-07-22,9.0
5,Apples,Brand B,3.0,2025-07-23,0.0
5,Apples,Brand B,3.0,2025-07-24,9.0
5,Apples,Brand B,3.0,2025-07-25,2.0
5,Apples,Brand B,3.0,2025-07-26,4.0
5,Apples,Brand B,3.0,2025-07-27,8.0
5,Apples,Brand B,3.0,2025-07-28,10.0
5,Apples,Brand B,3.0,2025-07-29,
5,Apples,Brand B,3.0,2025-07-30,3.0
6,Bananas,Brand A,2.8,2025-07-01,8.0
6,Bananas,Brand A,2.8,2025-07-02,4.0
6,Bananas,Brand A,2.8,2025-07-03,
6,Bananas,Brand A,2.8,2025-07-04,5.0
6,Bananas,Brand A,2.8,2025-07-05,9.0
6,Bananas,Brand A,2.8,2025-07-06,5.0
6,Bananas,Brand A,2.8,2025-07-07,9.0
6,Bananas,Brand A,2.8,2025-07-08,
6,Bananas,Brand A,2.8,2025-07-09,6.0
6,Bananas,Brand A,2.8,2025-07-10,7.0
6,Bananas,Brand A,2.8,2025-07-11,8.0
6,Bananas,Brand A,2.8,2025-07-12,4.0
6,Bananas,Brand A,2.8,2025-07-13,10.0
6,Bananas,Brand A,2.8,2025-07-14,10.0
6,Bananas,Brand A,,2025-07-15,2.0
6,Bananas,Brand A,2.8,2025-07-16,
6,Bananas,Brand A,2.8,2025-07-17,7.0
6,Bananas,Brand A,2.8,2025-07-18,8.0
6,Bananas,Brand A,2.8,2025-07-19,5.0
6,Bananas,Brand A,2.8,2025-07-20,3.0
6,Bananas,Brand A,2.8,2025-07-21,1.0
6,Bananas,Brand A,2.8,2025-07-22,9.0
6,Bananas,Brand A,2.8,2025-07-23,4.0
6,Bananas,Brand A,2.8,2025-07-24,10.0
6,Bananas,Brand A,2.8,2025-07-25,3.0
6,Bananas,Brand A,2.8,2025-07-26,
6,Bananas,Brand A,2.8,2025-07-27,0.0
6,Bananas,Brand A,2.8,2025-07-28,8.0
6,Bananas,Brand A,2.8,2025-07-29,6.0
6,Bananas,Brand A,2.8,2025-07-30,5.0
7,Chicken,Brand C,9.0,2025-07-01,0.0
7,Chicken,Brand C,9.0,2025-07-02,0.0
7,Chicken,Brand C,9.0,2025-07-03,
7,Chicken,Brand C,9.0,2025-07-04,0.0
7,Chicken,Brand C,9.0,2025-07-05,0.0
7,Chicken,Brand C,9.0,2025-07-06,0.0
7,Chicken,Brand C,9.0,2025-07-07,0.0
7,Chicken,Brand C,9.0,2025-07-08,0.0
7,Chicken,Brand C,,2025-07-09,0.0
7,Chicken,Brand C,9.0,2025-07-10,0.0
7,Chicken,Brand C,9.0,2025-07-11,0.0
7,Chicken,Brand C,9.0,2025-07-12,0.0
7,Chicken,,9.0,2025-07-13,0.0
7,Chicken,Brand C,9.0,2025-07-14,0.0
7,Chicken,,9.0,2025-07-15,0.0
7,Chicken,,9.0,2025-07-16,0.0
7,Chicken,Brand C,9.0,2025-07-17,
7,Chicken,Brand C,9.0,2025-07-18,0.0
7,Chicken,Brand C,,2025-07-19,0.0
7,Chicken,Brand C,9.0,2025-07-20,0.0
7,Chicken,Brand C,9.0,2025-07-21,0.0
7,Chicken,Brand C,9.0,2025-07-22,0.0
7,Chicken,Brand C,9.0,2025-07-23,0.0
7,Chicken,Brand C,9.0,2025-07-24,
7,Chicken,Brand C,9.0,2025-07-25,0.0
7,Chicken,Brand C,9.0,2025-07-26,0.0
7,Chicken,Brand C,9.0,2025-07-27,0.0
7,Chicken,Brand C,9.0,2025-07-28,0.0
7,Chicken,Brand C,9.0,2025-07-29,0.0
7,Chicken,Brand C,9.0,2025-07-30,0.0
8,Rice,Brand A,1.5,2025-07-01,5.0
8,Rice,Brand A,1.5,2025-07-02,
8,Rice,Brand A,1.5,2025-07-03,0.0
8,Rice,Brand A,1.5,2025-07-04,7.0
8,Rice,Brand A,1.5,2025-07-05,4.0
8,Rice,Brand A,1.5,2025-07-06,10.0
8,Rice,Brand A,1.5,2025-07-07,9.0
8,Rice,Brand A,1.5,2025-07-08,0.0
8,Rice,,1.5,2025-07-09,
8,Rice,Brand A,1.5,2025-07-10,9.0
8,Rice,Brand A,1.5,2025-07-11,1.0
8,Rice,Brand A,1.5,2025-07-12,
8,Rice,Brand A,1.5,2025-07-13,2.0
8,Rice,Brand A,1.5,2025-07-14,5.0
8,Rice,Brand A,1.5,2025-07-15,2.0
8,Rice,Brand A,1.5,2025-07-16,0.0
8,Rice,Brand A,1.5,2025-07-17,
8,Rice,Brand A,1.5,2025-07-18,4.0
8,Rice,Brand A,1.5,2025-07-19,5.0
8,Rice,Brand A,1.5,2025-07-20,7.0
8,Rice,Brand A,1.5,2025-07-21,3.0
8,Rice,Brand A,1.5,2025-07-22,5.0
8,Rice,Brand A,1.5,2025-07-23,6.0
8,Rice,Brand A,1.5,2025-07-24,
8,Rice,Brand A,1.5,2025-07-25,3.0
8,Rice,Brand A,1.5,2025-07-26,3.0
8,Rice,Brand A,1.5,2025-07-27,4.0
8,Rice,,1.5,2025-07-28,
8,Rice,,1.5,2025-07-29,
8,Rice,Brand A,1.5,2025-07-30,9.0
9,Beans,Brand B,1.8,2025-07-01,0.0
9,Beans,Brand B,1.8,2025-07-02,7.0
9,Beans,Brand B,1.8,2025-07-03,8.0
9,Beans,,1.8,2025-07-04,2.0
9,Beans,Brand B,,2025-07-05,3.0
9,Beans,Brand B,1.8,2025-07-06,8.0
9,Beans,Brand B,1.8,2025-07-07,0.0
9,Beans,Brand B,1.8,2025-07-08,4.0
9,Beans,Brand B,,2025-07-09,2.0
9,Beans,Brand B,1.8,2025-07-10,
9,Beans,Brand B,1.8,2025-07-11,
9,Beans,Brand B,1.8,2025-07-12,7.0
9,Beans,Brand B,1.8,2025-07-13,9.0
9,Beans,Brand B,1.8,2025-07-14,8.0
9,Beans,Brand B,1.8,2025-07-15,2.0
9,Beans,Brand B,1.8,2025-07-16,10.0
9,Beans,Brand B,1.8,2025-07-17,3.0
9,Beans,Brand B,1.8,2025-07-18,8.0
9,Beans,Brand B,,2025-07-19,5.0
9,Beans,Brand B,1.8,2025-07-20,2.0
9,Beans,Brand B,1.8,2025-07-21,10.0
9,Beans,Brand B,1.8,2025-07-22,1.0
9,Beans,Brand B,1.8,2025-07-23,8.0
9,Beans,Brand B,1.8,2025-07-24,10.0
9,Beans,,1.8,2025-07-25,4.0
9,Beans,Brand B,1.8,2025-07-26,10.0
9,Beans,Brand B,1.8,2025-07-27,
9,Beans,Brand B,1.8,2025-07-28,9.0
9,Beans,Brand B,1.8,2025-07-29,7.0
9,Beans,Brand B,1.8,2025-07-30,8.0
10,Cereal,Brand C,4.0,2025-07-01,0.0
10,Cereal,Brand C,,2025-07-02,0.0
10,Cereal,Brand C,4.0,2025-07-03,0.0
10,Cereal,,4.0,2025-07-04,0.0
10,Cereal,Brand C,4.0,2025-07-05,0.0
10,Cereal,Brand C,4.0,2025-07-06,0.0
10,Cereal,Brand C,4.0,2025-07-07,0.0
10,Cereal,Brand C,4.0,2025-07-08,0.0
10,Cereal,Brand C,4.0,2025-07-09,0.0
10,Cereal,Brand C,4.0,2025-07-10,0.0
10,Cereal,Brand C,4.0,2025-07-11,0.0
10,Cereal,Brand C,4.0,2025-07-12,
10,Cereal,Brand C,4.0,2025-07-13,0.0
10,Cereal,Brand C,4.0,2025-07-14,0.0
10,Cereal,Brand C,4.0,2025-07-15,0.0
10,Cereal,Brand C,4.0,2025-07-16,0.0
10,Cereal,Brand C,4.0,2025-07-17,0.0
10,Cereal,Brand C,4.0,2025-07-18,0.0
10,Cereal,Brand C,4.0,2025-07-19,0.0
10,Cereal,Brand C,4.0,2025-07-20,
10,Cereal,Brand C,4.0,2025-07-21,0.0
10,Cereal,Brand C,4.0,2025-07-22,0.0
10,Cereal,Brand C,4.0,2025-07-23,0.0
10,Cereal,Brand C,4.0,2025-07-24,0.0
10,Cereal,Brand C,4.0,2025-07-25,0.0
10,Cereal,Brand C,,2025-07-26,
10,Cereal,Brand C,4.0,2025-07-27,0.0
10,Cereal,Brand C,4.0,2025-07-28,0.0
10,Cereal,,4.0,2025-07-29,0.0
10,Cereal,Brand C,4.0,2025-07-30,0.0
